ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001493152-25-016440	2833816	No securities are beneficially owned.				0.0	F1			D			
0001493152-25-016439	2833726	No securities are beneficially owned.				0.0	F1			D			
0001493152-25-016438	2833662	No securities are beneficially owned.				0.0				D			
0001493152-25-016437	2833891	No securities are beneficially owned.				0.0	F1			D			
0001493152-25-016436	2833885	No securities are beneficially owned.				0.0				D			
0001729638-25-000008	2833795	Registered Shares				22148.0				D			
0001140361-25-036835	2833774	Class A Common Stock				100002.0				I		By Jing Chen, wife of David H. Wang	
0001140361-25-036835	2833776	Class A Common Stock				180000.0				I		By David Hui Wang and Jing Chen Family Irrevocable Trust for Wang Children	
0001140361-25-036835	2833777	Class A Common Stock				620001.0				I		By Wang-Chen Family Living Trust	
0001140361-25-036835	2833775	Class A Common Stock				45837.0				I		By Sophia Wang, daughter of David H. Wang	
0001193125-25-225622	2833721	Common Stock				152932.0				D			
0001193125-25-225621	2833660	Common Stock				120337.0				D			
0001193125-25-225611	2833725	Class A Common Stock				23028650.0				I		See footnotes	F2, F3, F1
0001193125-25-225608	2833827	Common Stock	F1			511000.0				I		Held by the Trevor R. Burgess Revocable Trust, u/a/d September 30, 2024	F2
0001193125-25-225608	2833826	Common Stock	F1			17885000.0				I		Held by the Trevor R. Burgess Irrevocable Trust of 2020, u/a/d March 24, 2025	F3
0001193125-25-225608	2833825	Common Stock	F1			25039000.0				I		Held by Burgess Family SLAT, u/a/d March 26, 2025	F2
0001193125-25-225602	2833842	Class A Common Stock				20350595.0				D	F2, F1		
0001193125-25-225600	2833656	Common Stock	F1			511000.0				I		Held by the Carlon Family Trust, dated May 7, 2024	F3
0001193125-25-225600	2833655	Common Stock	F1			4599000.0				I		Held by the JWC Irrevocable Trust	F2
0001193125-25-225600	2833657	Common Stock	F1			575000.0				D			
0001341439-25-000040	2833748	Common Stock				6000.0	F1			I		By Spouse	
0001341439-25-000040	2833749	Common Stock				14414.0				I		By Trust	
0001193125-25-225592	2833890	Common Stock	F1			3730000.0				D			
0001268406-25-000017	2833884	Common Stock				259.0				I		By the Marti E. Burke 2012 Irrevocable Trust, dated 10/16/2012	
0001268406-25-000017	2833882	Common Stock				701514.0				I		By JAMEB, LP, a limited partnership jointly owned by Reporting Person and his spouse	
0001268406-25-000017	2833883	Common Stock				34000.0				I		By the James A. Burke 2012 Irrevocable Trust, dated 12/03/2012	
0000929638-25-003697	2833794	Class A Ordinary Shares				512500.0	F2, F1			D			
0001193125-25-225580	2833763	Common Stock	F1			1160000.0				D			
0000929638-25-003693	2833658	Class A Ordinary Shares				512500.0	F2, F1			I		By BTC Development Sponsor LLC	F3
0000929638-25-003692	2833770	Class A Ordinary Shares				512500.0	F2, F1			I		By BTC Development Sponsor LLC	F3
0001213900-25-094217	2833652	Class A ordinary shares				2500.0				I		See footnote	F1
0001213900-25-094216	2833855	Class A ordinary shares				2500.0				D			
0000929638-25-003690	2833659	Class A Ordinary Shares				512500.0	F2, F1			I		By BTC Development Sponsor LLC	F3
0001741560-25-000015	2833708	Common Stock				531283.0				I		By family irrevocable trust	
0001741560-25-000015	2833709	Common Stock				1229864.0				I		By 2024 grantor retained annuity trust	
0001741560-25-000015	2833710	Common Stock				2.0				I		By revocable trust	
0001741560-25-000015	2833707	Common Stock				52317.0				I		By spouse	
0001741560-25-000015	2833706	Common Stock				230579.0				I		By trust for benefit of daughter	
0001741560-25-000015	2833704	Common Stock				230580.0				I		By trust for benefit of son	
0001741560-25-000015	2833703	Common Stock				230580.0				I		By trust for benefit of son	
0001741560-25-000015	2833702	Common Stock				2480746.0				I		By 2023 grantor retained annuity trust	
0001741560-25-000015	2833701	Common Stock				23713.0				D			F5
0001741560-25-000015	2833700	Common Stock				3.0				D			F4
0001741560-25-000015	2833705	Common Stock				230579.0				I		By trust for benefit of daughter	
0001493152-25-016416	2833719	Class A Common Stock				5083250.0				I		By Michael Johnson Properties, Ltd.	F1
0001493152-25-016416	2833720	Class B Common Stock				1526.0				I		By Michael Johnson Properties, Ltd.	F1
0001493152-25-016413	2833654	Class B Common Stock				1554.0				D			
0001493152-25-016413	2833653	Class A Common Stock				5000000.0				D			
0001193125-25-225507	2833841	Common Stock	F1			20000.0				D			
0001213900-25-094171	2833690	Common Stock, par value $0.001 per share				5273735.0				D		By spouse	
0001213900-25-094171	2833691	Common Stock, par value $0.001 per share				687299.0				I		By daughter	
0001213900-25-094171	2833692	Common Stock, par value $0.001 per share				687299.0				I		Lucifer Properties I LLC	F1
0001213900-25-094171	2833693	Common Stock, par value $0.001 per share				7649624.0				I			
0001214659-25-014421	2833876	Common Stock				19249.0				I		By Ault & Company, Inc.	F3
0001214659-25-014421	2833877	13% Series D Cumulative Redeemable Perpetual Preferred Stock				116.0				D			
0001214659-25-014420	2833760	Common Stock				1843.0				D		By Ault Life Sciences, Inc.	F2
0001214659-25-014420	2833761	Common Stock				11068.0				I		By Ault Life Sciences Fund, LLC	F3
0001214659-25-014420	2833762	Common Stock				61.0				I			
0001214659-25-014419	2833817	Common Stock				5000.0				I		By Alpha Structured Finance LP	F3
0001214659-25-014419	2833818	Common Stock				4000.0				I		By Ault & Company, Inc.	F4
0001193125-25-225449	2833811	Class C Google Stock Units	F1			604.0				D			
0001193125-25-225449	2833812	Class C Google Stock Units	F2			1251.0				D			
0001193125-25-225449	2833813	Class C Google Stock Units	F3			1350.0				D			
0001193125-25-225449	2833814	Class C Google Stock Units	F4			1892.0				D			
0001174947-25-001252	2833858	Common Stock, $0.025 par value per share				2838194.0				I		By Symmetric Capital LLC	F4
0001174947-25-001251	2833793	Common Stock, $0.025 par value per share				1022495.0				I		By family and childrens' trusts	
0000950157-25-000819	2833771	Class B Common Stock				4099.0				D		Trust	F3
0000950157-25-000819	2833773	Class B Common Stock				5600.0				I			
0000950157-25-000819	2833772	Class B Common Stock				2700.0				D			
0000950157-25-000818	2833669	Class B Common Stock				5600.0				I		Trust for spouse and children	F3
0000950157-25-000818	2833668	Class B Common Stock				4099.0				I		Spouse	
0001225208-25-008160	2833838	Common Stock				4177.0	F1			I		ESOP	
0001225208-25-008159	2833714	Common Stock				30087.0	F1			D			
0001193125-25-225415	2833713	Common Stock				100.0				D			
0001225208-25-008158	2833677	Series C GCI Group Common Stock				71421.0				I		Leslie A. Malone 1995 Revocable Trust	F2
0001225208-25-008158	2833678	Series C GCI Group Common Stock				42666.0				I		Malone LG 2013 Charitable Remainder Unitrust	
0001104659-25-095171	2833801	Series I Anchor II Shares				1500.0				D		By Subsidiary	
0001104659-25-095171	2833803	Series II V Shares				40.0				I			
0001104659-25-095171	2833802	Series I V Shares				40.0				I		By Subsidiary	
0001104659-25-095159	2833881	Common Stock				300902.0				I		Held by MAZ Partners LP	F1
0001213900-25-094114	2833874	Common Stock				1144481.0				I		by Spouse	
0001213900-25-094114	2833860	Common Stock				82164767.0				I		by R.J. Kirk DOT	F2
0001213900-25-094114	2833873	Common Stock				6085471.0				I		by Third Security	F2
0001213900-25-094114	2833872	Common Stock				1403.0				I		by Lotus	F2
0001213900-25-094114	2833871	Common Stock				453731.0				I		by Kellie L. Banks LTT	F2
0001213900-25-094114	2833870	Common Stock				351120.0				I		by ZSK 2009	F2
0001213900-25-094114	2833869	Common Stock				578079.0				I		by ZSK 2008	F2
0001213900-25-094114	2833868	Common Stock				1637040.0				I		by MGK 2011	F2
0001213900-25-094114	2833867	Common Stock				3944437.0				I		by MGK 2009	F2
0001213900-25-094114	2833866	Common Stock				489438.0				I		by MGK 2008	F2
0001213900-25-094114	2833865	Common Stock				1654363.0				I		by JPK 2012	F2
0001213900-25-094114	2833864	Common Stock				3703398.0				I		by JPK 2009	F2
0001213900-25-094114	2833863	Common Stock				490401.0				I		by JPK 2008	F2
0001213900-25-094114	2833862	Common Stock				1096686.0				I		by Parkview 2020	F2
0001213900-25-094114	2833861	Common Stock				8520537.0				I		by Kapital Joe	F2
0000773840-25-000086	2833769	Common Stock par value $0.01				158724140.0				D			
0001213900-25-094111	2833785	Common Stock				7500000.0				D			
0001213900-25-094110	2833859	Common Stock				2500000.0				D			
0002089453-25-000003	2833651	Class A common stock				67025.0	F1			D			
0001213900-25-094106	2833722	Common Stock				2500000.0				D			
0001213900-25-094104	2833784	Common Stock				7500000.0				D			
0001213900-25-094096	2833791	Common Stock, par value $0.001 per share				1030945.0				I		By Dinsdale 2025 Irrevocable Trust FBO Orion Dinsdale	F2
0001213900-25-094096	2833792	Common Stock, par value $0.001 per share				6872979.0				I		By Orions Belt 1 LLC	F3
0001213900-25-094096	2833790	Common Stock, par value $0.001 per share				8050032.0				I		By Mike John Dinsdale 2015 Trust	F1
0001213900-25-094091	2833805	Common Stock, par value $0.001 per share				314249.0				D		Vivify Finance Consulting LLC	F1
0001213900-25-094091	2833806	Common Stock, par value $0.001 per share				314249.0				I			
0001213900-25-094090	2833697	Common Stock, par value $0.001 per share				351749.0				I		By Leckie Family Trust	F1
0001213900-25-094089	2833696	Common Stock, par value $0.001 per share				1191406.0				I			
0001213900-25-094089	2833695	Common Stock, par value $0.001 per share				1419323.0				D		by LOTTIEQLOVE LLC	F1
0001663200-25-000011	2833788	COMMON STOCK				20917.0				D			
0001717592-25-000007	2833667	COMMON STOCK				18257.0				D			
0001493152-25-016352	2833767	Common Stock				605000.0				D	F3		
0000821189-25-000088	2833681	Common Stock				10000.0				I		Family Trust 2	
0000821189-25-000088	2833680	Common Stock				10000.0				I		Family Trust 1	
0000821189-25-000088	2833683	Common Stock				10000.0				I		By Wife	
0000821189-25-000088	2833682	Common Stock				10000.0				I		Family Trust 3	
0001238304-25-000004	2833778	Restricted Stock				41824.0	F2			D			
0001658247-25-000011	2833835	Common Stock				100000.0				I		By Spouse	
0001658247-25-000011	2833836	Common Stock				1000.0				I			
0001658247-25-000011	2833833	Common Stock				661205.0				I		By Family Trust 3	
0001658247-25-000011	2833832	Common Stock				320017.0				D		By Family Trust 1	
0001658247-25-000011	2833834	Common Stock				110000.0				I		By Family Trust 4	
0001126328-25-000038	2833887	Common Stock				101.0				I		By Spouse 401(k)	
0001126328-25-000038	2833886	Common Stock				1304.0				I		By 401(k)	
0001126328-25-000035	2833723	Common Stock				11.0	F3			I		By Trust	
0001126328-25-000030	2833796	Common Stock				3893.0				I		By 401(k) plan	
0001022079-25-000203	2833895	Common Stock				5692.0	F4			I		401(k)/SDCP	
0001231919-25-000265	2833730	Common Stock				207672.0				I		See footnotes	F4, F2
0001231919-25-000265	2833729	Common Stock				1302600.0				I		See footnotes	F2, F3
0001773751-25-000327	2833875	Class A Common Stock				7853.0				I		Held by Oluyemi Okupe Separate Property Trust dtd 9-1-2021	
0001108524-25-000141	2833782	Common Stock				10000000.0				I	F6	By Marc Benioff Fund LLC	
0001108524-25-000141	2833781	Common Stock				107000.0				I		By Trust	
0001193125-25-225106	2833896	Common Stock				21846.22	F2			I		See footnote	F3
0000807249-25-000137	2833755	Series A Common Stock				20000.0				I			
0000807249-25-000137	2833756	Series A Common Stock				2800.0				I			
0000807249-25-000137	2833754	Series A Common Stock				12500.0				I			
0000807249-25-000137	2833753	Series A Common Stock				15000.0				I		By: Investment Partnership V	F2
0000807249-25-000137	2833752	Series A Common Stock				27152.0				D	F5	By: Investment Partnership IV	F2
0000807249-25-000137	2833751	Series A Common Stock				42000.0				D	F4	By: Investment Partnership II	F2
0000807249-25-000137	2833750	Series A Common Stock				12000.0				D	F3	By: Investment Partnership I	F2
0000892251-25-000147	2833892	Common Shares				114016.0				D			
0000892251-25-000146	2833798	Common Shares				421313.0				D			
0000892251-25-000145	2833694	Common Shares				173288.0				D			
0001662991-25-000248	2833727	Common Stock, par value $0.00001 per share				947370.0				I		Cerro Gordo LLC	
0001662991-25-000248	2833728	Common Stock, par value $0.00001 per share				1508454.0				I		By Charles G. Youakim 2020 Irrevocable GST Trust	F2
0001662991-25-000243	2833698	Common Stock, par value $0.00001 per share				504066.0				I		Paradis Family LLC	F2
0001662991-25-000243	2833699	Common Stock, par value $0.00001 per share				233000.0				I		By spouse	
0001539937-25-000022	2833819	Common Stock				1005600.0				I		By the KBT Trust	
0001010178-25-000005	2833829	Common Stock				3005037.0				I		By Spouse	
0001010178-25-000005	2833828	Common Stock				9834259.0				I		By Trusts	
0001855767-25-000011	2833848	Class A Common Stock				240000.0				I			
0001855767-25-000011	2833847	Class A Common Stock				29918585.0				D		by Spouse	
0001104659-25-095033	2833679	Common Stock, no par value				1617437.0				D			
0001755446-25-000006	2833783	Common Stock				18640.37	F1			D			
0001193125-25-225030	2833808	Class A Common Stock				35714.0				D			
0001193125-25-225025	2833689	Common Shares				245.0				I		By Spouse	
0001676522-25-000008	2833888	Common Stock				579247.0	F2			I		Estate of M. Richard Robinson	
0000750577-25-000008	2833765	Common Stock				600.0				I		Childrens Trust	
0000750577-25-000008	2833766	Common Stock				1177.0				I		Spouse	
0001193125-25-225007	2833894	Class A Common Stock				471057.0				D			
0001193125-25-225006	2833800	Class A Common Stock				1413940.0				D			
0001193125-25-225005	2833759	Class A Common Stock				898204.0				I		Frank D. and Donna M. Martell Family Trust	
0001477932-25-007233	2833779	Common Stock				1007718.0				I		By Concord International, Inc.	F2
0001477932-25-007232	2833768	Common Stock				99350.0				D	F2		
0001477932-25-007231	2833839	Common Stock				55000.0				I		By Spouse	
0001477932-25-007231	2833840	Common Stock				38113.0				I		By Borlaug Limited	F2
0001477932-25-007230	2833809	Common Stock				29406.0				I		By Spouse	
0001315098-25-000308	2833823	Class  A Common Stock				35359.0				I		See footnote	F6
0001315098-25-000308	2833822	Class A Common Stock				16653.0				I		See Footnote	F5
0001315098-25-000308	2833821	Class  A Common Stock				35359.0				I		See footnote	F4
0001315098-25-000308	2833820	Class A Common Stock				116630.0				I		See footnote	F3
0001315098-25-000308	2833824	Class A Common Stock				16653.0				I		See Footnotes	F7
0001477932-25-007228	2833711	Common Stock				5000.0				I		By Spouse	
0001477932-25-007228	2833712	Common Stock				32500.0				I		By Armorica Partners, LLC	F2
0001193125-25-224856	2833665	Tredegar Common Stock				10000.0				I		Footnote	F3
0001193125-25-224856	2833666	Tredegar Common Stock				90000.0				I			
0001193125-25-224856	2833663	Tredegar Common Stock				40000.0				D		Footnote	F1
0001193125-25-224856	2833664	Tredegar Common Stock				847469.0				I		Footnote	F2
0001193125-25-224855	2833844	Tredegar Common Stock				12953.0				I		Footnote	F2
0001193125-25-224855	2833843	Tredegar Common Stock				1917639.0				D		Footnote	F1
0001193125-25-224855	2833845	Tredegar Common Stock				90000.0				I		Footnote	F3
0001193125-25-224855	2833846	Tredegar Common Stock				847470.0				I			
0001193125-25-224850	2833676	Tredegar Common Stock				211260.0				I		Footnote	F3
0001193125-25-224850	2833674	Tredegar Common Stock				6197.0				I		Footnote	F1
0001193125-25-224850	2833675	Tredegar Common Stock				847470.0				I		Footnote	F2
0000719220-25-000066	2833851	Common Stock				273.34				I			
0000719220-25-000066	2833849	Common Stock	F1			10643.0				D		Christine J T/f Joseph Jack	
0000719220-25-000066	2833850	Common Stock				28000.23				D		Christine J T/f Maxwell Jack	
0000719220-25-000066	2833852	Common Stock				266.16				I			
0001003078-25-000109	2833758	Class A Common Stock, $0.001 par value				0.0				D			
0000726958-25-000109	2833807	Common Stock				362.0	F2			I		Voting and tender rights under 401k plan	
0001830165-25-000012	2833764	Common Shares				433.87				I		By 401(K) Plan	
0001180171-25-000007	2833854	Common Shares				997910.0				I		HPLP	F1
0001180171-25-000007	2833853	Common Shares				29413.38				I		By 401(K) Plan	
0001785595-25-000005	2833815	Common Shares				36993.0				I		HPLP	F1
0001193125-25-224749	2833893	No Securities Owned				0.0				D			
0002088602-25-000002	2833717	Common Stock, par value $0.001 per share				31617.0				D			
0001214659-25-014351	2833857	Common Shares				445000.0				I		Irrevocable Trust	
0001214659-25-014351	2833856	Common Shares				1494143.0				I		Family Trust	
0001683168-25-007328	2833799	Ordinary Shares, no par value				15000.0				D			
0001160193-25-000005	2833837	Common Stock				1890.0				I		The Dina Dublon Family Trust	
0001193125-25-224508	2833731	Class A Common				640.0				I	F1	By Spouse	
0001193125-25-224508	2833732	Class A Common				16890.0				I	F1	As custodian for Stephen Brice	
0001193125-25-224508	2833733	Class A Common				16289.0				I	F1	As custodian for Cordelia Brice	
0001193125-25-224508	2833734	Class A Common				16289.0				I	F1	As custodian for Elizabeth Brice	
0001193125-25-224508	2833735	Class A Common				10652.0				I		As beneficiary of a trust	
0001193125-25-224508	2833736	Class A Common				99130.0				I	F2	Brice Trust fbo Stephen B. Brice	
0001193125-25-224508	2833737	Class A Common				99729.0				I	F2	Brice Trust fbo Elizabeth M. Brice	
0001193125-25-224508	2833738	Class A Common				99729.0				I	F2	Brice Trust fbo Cordelia A. Brice	
0001193125-25-224508	2833739	Class B Common				99575.0				I		Carson Holding Brice Revocable Trust	
0001193125-25-224508	2833740	Class B Common				563.0				I	F1	By Spouse	
0001193125-25-224508	2833741	Class B Common				2347.0				I	F1	As custodian for Stephen Brice	
0001193125-25-224508	2833742	Class B Common				2348.0				I	F1	As custodian for Elizabeth Brice	
0001193125-25-224508	2833743	Class B Common				2348.0				I	F1	As cusodian for Cordelia Brice	
0001193125-25-224508	2833744	Class B Common				1250.0				I		As beneficiary of a trust	
0001193125-25-224508	2833745	Class B Common				4409.0				I	F2	Brice Trust fbo Stephen B. Brice	
0001193125-25-224508	2833746	Class B Common				4491.0				I	F2	Brice Trust fbo Elizabeth M. Brice	
0001193125-25-224508	2833747	Class B Common				4491.0				I	F2	Brice Trust fbo Cordelia A. Brice	
0001174567-25-000005	2833797	Common Stock				831600.0				I		Voting or Investment Control	F2
0000939057-25-000272	2833718	Common Stock, $.01 par value per share				4174.0				I		By KSOP	F2
0000939057-25-000271	2833780	Common Stock, $.01 par value				6773.0	F2			D			
0002089209-25-000001	2833897	None				0.0				D			
0001193125-25-224347	2833787	Common Stock				17836.0				I		Rabbi Trust	F1
0001193125-25-224314	2833786	COMMON STOCK				200.0				D			
0001193125-25-224253	2833623	Common Stock				50000.0				I			
0001193125-25-224253	2833621	Common Stock				200000.0				D		By Daughter #1 - Stephanie Kuendig	
0001193125-25-224253	2833622	Common Stock				50000.0				I		By Daughter #2 - Michelle Kuendig	
0001790340-25-000117	2833579	Class A Common Stock				476615.0				I		General Partner of PEF LLC.	
0001790340-25-000117	2833578	Class A Common Stock				392242.0				I		General Partner of PF Associates L.P.	
0001790340-25-000117	2833580	Class A Common Stock				115441.0				I		General Partner of S4K Investments LLC.	
0001213900-25-093444	2833603	Common Stock				400000.0				I		By Biofrontera AG	F1
0001213900-25-093444	2833604	Common Stock				58884.0				I		By Deutsche Balaton Aktiengesellschaft	F2
0001213900-25-093437	2833570	Common Stock				400000.0				I		By Biofrontera AG	F1
0001213900-25-093437	2833571	Common Stock				58884.0				I		By Deutsche Balaton Aktiengesellschaft	F2
0001628280-25-043162	2833513	Common Stock				186225.0				I		See footnote	F4
0001628280-25-043162	2833512	Common Stock				186225.0				I		See footnote	F3
0001104659-25-094640	2833627	Common Stock				253330.0				I		By Trusts	
0001193125-25-223749	2833574	Class A Common Stock				227560.0				D			
0001193125-25-223743	2833514	Class A Common Stock				337680.0				I		By Limited Partnership	
0001193125-25-223743	2833525	Class C Google Stock Units	F10			1892.0				D			
0001193125-25-223743	2833524	Class C Google Stock Units	F9			1350.0				D			
0001193125-25-223743	2833523	Class C Google Stock Units	F8			1251.0				D			
0001193125-25-223743	2833522	Class C Google Stock Units	F7			604.0				D			
0001193125-25-223743	2833521	Class C Capital Stock				338600.0				I		By Limited Partnership	
0001193125-25-223743	2833520	Class C Capital Stock				500000.0				I		Vijay Shriram TR UA 04/10/2025 2025 VS Irrevocable Trust	F6
0001193125-25-223743	2833519	Class C Capital Stock				500000.0				I		Ram Shriram TR UA 04/10/2025 2025 RS Irrevocable Trust	F5
0001193125-25-223743	2833518	Class C Capital Stock				187710.0				I		Vijay Shriram TR UA 10/28/2022 2022 VS Irrevocable Trust	F4
0001193125-25-223743	2833517	Class C Capital Stock				187710.0				I		Ram Shriram TR UA 10/28/2022 2022 RS Irrevocable Trust	F3
0001193125-25-223743	2833515	Class A Common Stock				187710.0				I		Ram Shriram TR UA 10/28/2022 2022 RS Irrevocable Trust	F3
0001193125-25-223743	2833516	Class A Common Stock				187710.0				I		Vijay Shriram TR UA 10/28/2022 2022 VS Irrevocable Trust	F4
0001193125-25-223741	2833628	Class C Capital Stock				60801.0				I		By Arete Trust, John Kent Walker and Diana Ruth Walsh, Trustees	
0001193125-25-223737	2833638	Class C Google Stock Units	F5			33112.0				D			
0001193125-25-223734	2833625	Class C Capital Stock				200000.0				I		RAPP 2024 GT Trust One	F7
0001193125-25-223734	2833626	Class C Capital Stock				975000.0				I		RAPP 2024 GT Trust Two	F8
0001193125-25-223734	2833624	Class C Capital Stock				120000.0				I		The RAPP 2024 Irrevocable Trust	F6
0001193125-25-223731	2833615	Class A Common Stock				8940.0				D			
0001815360-25-000012	2833639	Common Stock				2404.47				I		401(k) savings plan (9/26/2025)	
0001304340-25-000004	2833600	Common Stock				10242.0				D			
0001231919-25-000258	2833548	Ordinary Shares				891734.0				I		By Decheng Capital Global Healthcare Fund (Master), LP	F6
0001231919-25-000258	2833547	Ordinary Shares				1617409.0				I		By Decheng Capital China Life Sciences USD Fund II, L.P.	F5
0001193125-25-223663	2833590	Common Stock				279194.0				I		by One Fish Two Fish Revocable Trust	
0001193125-25-223663	2833591	Common Stock				300000.0				I		by Lorax Charitable Remainder Unitrust	
0001193125-25-223662	2833640	Common Stock				500.0				I		spouse's 401(k)	
0001628280-25-043142	2833553	Common Stock				14053.0	F4			I		401k Plan	
0001197649-25-000040	2833556	Common Stock				49489560.0				I		By Partnership	F18
0001197649-25-000040	2833557	Common Stock				22280000.0				I		By Irrevocable Trust	F19
0001197649-25-000040	2833558	Common Stock				50078000.0				I		By Irrevocable Remainder Trust	F20
0001197649-25-000040	2833562	Common Stock				10000000.0				I		By Limited Liability Company 2	F24
0001197649-25-000040	2833560	Common Stock				29512185.0				I		By Grantor Retained Annuity Trust 2	F22
0001197649-25-000040	2833561	Common Stock				10000000.0				I		By Limited Liability Company 1	F23
0001197649-25-000040	2833555	Common Stock				581378470.0				I		By Trust	F17
0001197649-25-000040	2833559	Common Stock				29512185.0				I		By Grantor Retained Annuity Trust 1	F21
0001816739-25-000005	2833629	Class A Common Stock				19337.0	F1			D		By Alpine Fox LP	F2
0001816739-25-000005	2833630	Class A Common Stock				40000.0				I			
0001700548-25-000100	2833508	Class A Common Stock				921926.0				D			
0001700548-25-000098	2833504	Class A Common Stock				921926.0				D			
0001700548-25-000096	2833541	Class A Common Stock				921926.0				D			
0000008858-25-000053	2833563	Common Stock				1265.0				D			
0001108524-25-000139	2833588	Common Stock				107000.0				I		By Trust	
0001108524-25-000139	2833589	Common Stock				10000000.0				I	F7	By Marc Benioff Fund LLC	
0001757533-25-000004	2833569	Common Stock				124530.0				I		By Trust	F2
0001193125-25-223389	2833530	Common Stock				3819656.0	F1			I		See footnote	F2
0000008858-25-000052	2833581	Common Stock				5265.0				D			
0000008858-25-000051	2833601	Common Stock				9000.0				D			
0000008858-25-000050	2833545	Common Stock				1265.0				D			
0000008858-25-000048	2833637	Common Stock				36486.0				D			
0001841794-25-000077	2833552	Class A Common Stock				279989.0				D	F6		
0001090394-25-000010	2833546	Common Stock, $.01 par value				3000000.0				I		By Innovative Global Technologies LLC.	F5
0001437749-25-030034	2833606	Common Stock Holding				10000.0				I		The Cate Merriman Frist 2005 Vested Trust	
0001437749-25-030034	2833605	Common Stock Holding				10000.0				I		The Carolyn Marie Frist 2005 Vested Trust	
0001437749-25-030034	2833608	Common Stock Holding				0.0				I		By grantor retained annuity trust (1)	
0001437749-25-030034	2833609	Common Stock Holding				18335.0				I		Louise Trust u/a/d 08-16-2007	
0001437749-25-030034	2833610	Common Stock Holding				18334.0				I		Merriman Trust u/a/d 08-16-2007	
0001437749-25-030034	2833611	Common Stock Holding				18334.0				I		Marie Trust u/a/d 08-16-2007	
0001437749-25-030034	2833612	Common Stock Holding				18334.0				I		Knox Trust u/a/d 08-16-2007	
0001437749-25-030034	2833613	Common Stock Holding				595000.0				I		Bobby and Melissa Frist Children's 2012 GST-Exempt Trust	
0001437749-25-030034	2833607	Common Stock Holding				10000.0				I		The Eleanor Knox Frist 2005 Vested Trust	
0001114357-25-000005	2833635	Class A Common Stock				332131.0				I		By Lefkofsky Family Foundation	F3
0001114357-25-000005	2833631	Class A Common Stock				2037500.0				D			
0001114357-25-000005	2833633	Class A Common Stock				10000000.0				I		Lefkofsky Family 2025 GRAT	F3
0001114357-25-000005	2833632	Class A Common Stock				406.0				I		By 346 Long LLC	F3
0001114357-25-000005	2833634	Class A Common Stock				206.0				I		By Black Media, LLC	F3
0001193125-25-223278	2833644	Common Stock				228.42	F2			I		By child	
0001193125-25-223278	2833645	Common Stock				228.42	F2			I		By child	
0001193125-25-223278	2833643	Common Stock				228.42	F2			I		By child	
0001193125-25-223278	2833642	Common Stock				228.42	F2			I		By spouse	
0001193125-25-223275	2833549	Common Stock				45.68	F2			I		By spouse	
0001193125-25-223275	2833550	Common Stock				45.68	F2			I		By child	
0001193125-25-223275	2833551	Common Stock				45.68	F2			I		By child	
0001193125-25-223273	2833544	Common Stock				45.68	F2			I		By child	
0001193125-25-223273	2833543	Common Stock				45.68	F2			I		By child	
0001193125-25-223273	2833542	Common Stock				320.0				I		By spouse	
0001193125-25-223272	2833577	Common Stock				45.68	F2			I		By child	
0001193125-25-223272	2833575	Common Stock				45.68	F2			I		By child	
0001193125-25-223272	2833576	Common Stock				45.68	F2			I		By child	
0001193125-25-223271	2833585	Class C Common Stock				185746.0				I		See footnote	F8
0001193125-25-223271	2833586	Class C Common Stock				1114709.0				D	F9	See footnote	F10
0001193125-25-223271	2833587	Class C Common Stock				44864.0				I			
0001193125-25-223270	2833526	Common Stock				1142.1	F3			I		See footnotes	F2, F4
0001193125-25-223269	2833597	Class C Common Stock				185746.0				I		See footnote	F8
0001193125-25-223269	2833598	Class C Common Stock				1114709.0				D	F9	See footnote	F10
0001193125-25-223269	2833599	Class C Common Stock				44864.0				I			
0001193125-25-223268	2833584	Common Stock				45.68	F2			I		By child	
0001193125-25-223268	2833582	Common Stock				456.84	F2			I		By spouse	
0001193125-25-223268	2833583	Common Stock				45.68	F2			I		By child	
0000752642-25-000101	2833535	UMH Properties, Inc.				11301.42	F1			D			
0000752642-25-000100	2833617	UMH Properties, Inc.				614.44	F2			I		Custodial account for Son, Ethan	
0000752642-25-000100	2833619	UMH Properties, Inc. (Preferred D)				500.0				D			
0000752642-25-000100	2833618	UMH Properties, Inc.				507.2	F3			I			
0000752642-25-000100	2833616	UMH Properties, Inc.				30023.85	F1			D		Custodial account for Son, Daniel	
0000807249-25-000135	2833568	Common Stock				300.0				I			
0000807249-25-000135	2833567	Common Stock				4000.0				I		By: Investment Partnership III	F1
0000807249-25-000135	2833566	Common Stock				4000.0				D	F2	By: Investment Partnership II	F1
0001713683-25-000176	2833649	Common Stock				2177994.0				I		See footnote	F3
0001713683-25-000176	2833650	Common Stock				6666.0				I			
0001713683-25-000176	2833648	Common Stock				350700.0				D		See Footnote	F2
0002089093-25-000004	2833620	Common Stock, Par Value $.001 Per Share				0.0				D			
